-0.798617|10.3334|9.40241
2.50335|13.9531|9.53831
-0.737877|10.2572|9.40581
-0.762166|10.308|9.38521
-0.774314|10.3334|9.39558
-0.786464|10.2826|9.40241
-0.774314|10.1816|9.40581
-0.762166|10.3334|9.399
-0.774314|10.1816|9.39558
-0.774314|10.1565|9.38868
-0.798617|10.232|9.39558
-0.786464|10.1816|9.40919
-0.762166|10.308|9.399
-0.798617|10.2068|9.40919
-0.835089|10.1816|9.40241
2.51621|13.9166|9.54382
-0.810772|10.232|9.41925
-0.774314|10.232|9.39214
-0.786464|10.1565|9.38868
-0.798617|10.2572|9.42258
-0.737877|10.2068|9.40581
-0.750021|10.2572|9.399
-0.762166|10.1565|9.40919
-0.737877|10.232|9.40919
-0.786464|10.2572|9.399
-0.774314|10.232|9.39214
-0.798617|10.2068|9.40581
2.52909|13.9531|9.53553
-0.786464|10.2068|9.399
-0.762166|10.1816|9.40581
-0.786464|10.2826|9.39558
-0.786464|10.1315|9.40581
-4.17649|7.98599|9.07125
-10.0074|14.7502|7.8568
4.50872|11.297|9.18115
2.32406|19.088|8.33213
-3.58971|30.0353|7.31505
-4.2911|29.0609|7.82784
-10.3589|-4.31991|9.45822
-10.8034|-6.15174|8.98679
-11.4672|-3.65834|9.06208
-20.96|1.73215|8.31939
-16.2268|2.55486|8.41368
-8.35434|4.34878|9.46137
-7.15708|5.23142|9.46137
-6.8291|5.59382|9.45505
-6.77543|5.70643|9.42919
-6.72203|5.77129|9.45822
-6.59848|5.82018|9.44546
-6.65125|5.90214|9.44223
-6.58095|5.9186|9.44223
-6.59848|5.9186|9.44223
-6.56344|5.9186|9.43574
-6.59848|5.98471|9.45505
-6.59848|6.01791|9.45187
-6.5111|5.98471|9.44223
-6.56344|6.03455|9.44546
-6.5111|6.0013|9.44546
-7.76738|6.95542|9.44546
-5.30925|8.84585|9.08941
-0.0724427|11.4386|9.57825
-4.19076|8.04644|9.43574
-4.14798|7.98599|9.46763
-4.16223|8.02625|9.46763
-4.14798|8.12762|9.45505
-4.19076|8.06667|9.43574
-4.14798|8.0061|9.47074
-4.17649|7.92589|9.46763
-4.14798|8.02625|9.45187
-0.0362209|11.4958|9.5808
-4.10534|8.02625|9.45187
-4.14798|8.02625|9.44223
-4.11954|8.04644|9.45822
-4.14798|8.0061|9.45822
-4.10534|8.02625|9.44867
-4.11954|8.04644|9.45505
-4.11954|8.08695|9.46763
-4.11954|8.04644|9.45187
-4.14798|8.14802|9.43574
-4.13375|8.06667|9.45822
-4.14798|8.04644|9.45187
-0.0362209|11.4958|9.56792
-4.13375|8.12762|9.44867
-4.11954|8.02625|9.45822
-4.11954|8.08695|9.45187
-4.14798|8.06667|9.46137
-4.10534|8.02625|9.46137
-4.13375|7.96591|9.45187
-4.16223|8.02625|9.45822
-4.10534|8.0061|9.45822
-4.10534|8.02625|9.45187
-4.11954|7.96591|9.45187
-4.04869|8.0061|9.46137
-4.10534|8.08695|9.46451
-4.13375|8.06667|9.45822
-4.16223|8.10727|9.46137
-4.10534|8.06667|9.44867
-4.10534|8.06667|9.46451
-4.09116|8.02625|9.46763
-4.11954|8.0061|9.45187
-4.11954|8.04644|9.44867
-4.10534|8.04644|9.46137
-4.11954|8.02625|9.45505
-4.17649|8.02625|9.45505
-0.0241472|11.4672|9.58333
-4.09116|8.0061|9.46763
-4.11954|7.94588|9.46763
-4.19076|8.02625|9.45505
-4.10534|8.0061|9.45505
-4.13375|8.02625|9.46451
-4.11954|8.0061|9.47074
12.2093|9.38628|9.38521
8.71525|6.08462|9.16842
8.62914|6.05121|9.15125
8.69365|6.10136|9.15986
8.60773|6.18545|9.18956
8.6721|6.10136|9.15556
8.6506|6.05121|9.18536
8.60773|6.0679|9.17268
8.58636|6.08462|9.17268
8.60773|6.11812|9.16842
8.54377|6.21927|9.19793
11.9357|9.76385|9.26674
11.3817|6.63363|8.55267
7.55343|4.45033|9.51278
7.82653|4.11954|9.42919
7.72814|4.07699|9.42589
7.68906|4.10534|9.41591
7.70858|4.06283|9.42919
7.66957|4.11954|9.42919
7.63071|4.09116|9.44223
7.65012|4.09116|9.44223
7.61133|4.09116|9.43899
7.61133|4.07699|9.44223
7.57269|4.06283|9.46451
7.51501|4.13375|9.45505
7.57269|4.07699|9.43574
7.57269|4.09116|9.46763
7.49585|4.09116|9.47384
